Date,omega,alpha,beta,rho,persistence,sigma2,sigma,sigma_bar2
2005-01-04,1.6327276e-05,0.05602566,0.9289732,0.9849989,0.9849989,0.0009923498,0.031501584,0.001088404
2005-01-05,3.0226645e-05,0.03426637,0.9476135,0.98187983,0.98187983,0.0009592035,0.030971011,0.0016681215
2005-01-06,2.0972448e-05,0.042983763,0.94071853,0.9837023,0.9837023,0.00094375503,0.030720597,0.001286835
2005-01-07,3.0365083e-05,0.033945676,0.9470526,0.9809983,0.9809983,0.0009662574,0.03108468,0.0015980174
2005-01-10,2.1631124e-05,0.042292684,0.94138205,0.98367476,0.98367476,0.0009475062,0.03078159,0.0013250115
2005-01-11,2.810199e-05,0.036422215,0.9458448,0.982267,0.982267,0.0009426153,0.030702041,0.0015847305
2005-01-12,5.6973866e-05,0.022395242,0.955338,0.97773325,0.97773325,0.00092348875,0.030388957,0.0025586975
2005-01-13,3.885084e-05,0.028608128,0.95178336,0.9803915,0.9803915,0.00095326937,0.03087506,0.0019813268
2005-01-14,1.20420045e-05,0.07679115,0.9071069,0.98389804,0.98389804,0.0011352322,0.033693206,0.0007478597
2005-01-18,1.298939e-05,0.06446538,0.92117673,0.98564214,0.98564214,0.0010462336,0.032345533,0.0009046881
2005-01-19,2.8734248e-05,0.0430155,0.93666875,0.97968423,0.97968423,0.0010849863,0.03293913,0.0014143817
2005-01-20,1.07781325e-05,0.07724107,0.90847677,0.98571783,0.98571783,0.001072558,0.032749932,0.0007546567
2005-01-21,1.334022e-05,0.06378453,0.92159635,0.9853809,0.9853809,0.000985689,0.031395685,0.0009125192
2005-01-24,4.5063618e-05,0.027041318,0.9512534,0.97829473,0.97829473,0.00092895847,0.03047882,0.0020761602
2005-01-25,1.6000127e-05,0.05832699,0.9261428,0.98446983,0.9844698,0.0009664191,0.031087283,0.001030261
2005-01-26,1.8021192e-05,0.048583638,0.9362349,0.9848185,0.9848185,0.0009182681,0.030302938,0.001187051
2005-01-27,1.5175482e-05,0.052281268,0.9333825,0.9856638,0.9856638,0.0008779582,0.02963036,0.0010585408
2005-01-28,3.489889e-05,0.030256476,0.95108277,0.9813392,0.9813392,0.0008473241,0.029108832,0.0018701728
2005-01-31,1.6264827e-05,0.04723028,0.93793285,0.98516315,0.98516315,0.00084136444,0.029006282,0.0010962455
2005-02-01,5.963897e-05,0.020184541,0.9572714,0.9774559,0.9774559,0.0008101909,0.028463854,0.0026454374
2005-02-02,2.2854132e-05,0.03674011,0.9472143,0.9839544,0.9839544,0.00083521847,0.028900146,0.0014243266
2005-02-03,2.0696116e-05,0.037805863,0.9469869,0.98479277,0.98479277,0.000817414,0.028590454,0.0013609391
2005-02-04,3.4350185e-05,0.029225979,0.9519372,0.9811632,0.9811632,0.0008438966,0.029049898,0.0018235684
2005-02-07,3.546182e-05,0.029067565,0.9522189,0.98128647,0.98128647,0.00083977386,0.028978853,0.0018949825
2005-02-08,1.7485256e-05,0.042436317,0.94226545,0.98470175,0.98470175,0.00084774353,0.029116036,0.0011429581
2005-02-09,1.4885095e-05,0.052279323,0.9333968,0.9856761,0.98567617,0.0008607023,0.029337728,0.0010391796
2005-02-10,1.4694147e-05,0.053086188,0.9327454,0.98583156,0.98583156,0.000818269,0.028605402,0.0010371039
2005-02-11,1.6043326e-05,0.05051745,0.9345406,0.98505807,0.98505807,0.0007779502,0.027891759,0.0010737118
2005-02-14,1.6531389e-05,0.04497191,0.94061774,0.9855896,0.9855896,0.0007488858,0.027365778,0.0011471865
2005-02-15,2.2742286e-05,0.036315884,0.94777244,0.9840883,0.9840883,0.00072094856,0.026850486,0.0014292808
2005-02-16,2.0485295e-05,0.038310323,0.94625884,0.9845692,0.9845692,0.0007127292,0.026696987,0.0013275582
2005-02-17,3.8787002e-05,0.02751845,0.95280993,0.9803284,0.9803284,0.0006991673,0.026441772,0.001971724
2005-02-18,1.5762427e-05,0.04558047,0.93962646,0.9852069,0.9852069,0.0007309202,0.027035536,0.0010655258
2005-02-22,2.6810261e-05,0.03467821,0.9479569,0.98263514,0.98263514,0.00070280174,0.026510408,0.0015439377
2005-02-23,1.862205e-05,0.04978135,0.9333859,0.98316723,0.98316723,0.0007300698,0.027019804,0.0011062975
2005-02-24,1.728847e-05,0.051896367,0.9323772,0.9842736,0.9842736,0.0007566611,0.027507475,0.0010993287
2005-02-25,2.0494854e-05,0.038934756,0.94557536,0.9845101,0.9845101,0.0007228245,0.026885396,0.0013231129
2005-02-28,9.603006e-06,0.069778316,0.91749895,0.98727727,0.98727727,0.0008603104,0.029331049,0.0007547913
2005-03-01,1.886224e-05,0.044311043,0.94093263,0.9852437,0.9852437,0.00079935143,0.028272804,0.001278248
2005-03-02,8.907089e-06,0.081159845,0.9053489,0.9865087,0.9865087,0.0007733279,0.027808774,0.0006602112
2005-03-03,1.1400465e-05,0.06146213,0.9253408,0.9868029,0.9868029,0.00071170303,0.026677763,0.00086385984
2005-03-04,1.0152238e-05,0.06357047,0.9239762,0.9875466,0.9875467,0.0006746919,0.025974832,0.0008152197
2005-03-07,1.6519974e-05,0.045583677,0.9403074,0.98589104,0.98589104,0.0006446118,0.025389206,0.0011708856
2005-03-08,1.6788155e-05,0.04484804,0.9410147,0.98586273,0.98586273,0.0006234774,0.02496953,0.0011875106
2005-03-09,1.2875161e-05,0.0571026,0.92952895,0.9866316,0.9866316,0.0006211104,0.024922086,0.0009631021
2005-03-10,1.4726518e-05,0.04860116,0.93790644,0.9865076,0.9865076,0.00059165084,0.024323873,0.0010914672
2005-03-11,1.0380664e-05,0.059085723,0.92844975,0.9875355,0.9875355,0.00058240554,0.02413308,0.00083281676
2005-03-14,2.5063962e-05,0.03420455,0.9495793,0.98378384,0.98378384,0.00055115245,0.023476636,0.0015456164
2005-03-15,9.252047e-06,0.06802887,0.9196364,0.9876653,0.9876653,0.0006439363,0.025375899,0.00075008254
2005-03-16,1.3099442e-05,0.053456947,0.93363416,0.9870911,0.9870911,0.0006038344,0.024573043,0.0010147624
2005-03-17,1.3235954e-05,0.05474703,0.93197197,0.986719,0.986719,0.0005770769,0.024022425,0.0009966091
2005-03-18,1.1992037e-05,0.05550352,0.9318899,0.98739344,0.98739344,0.00055342703,0.02352503,0.00095125363
